tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,year,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Partly cloudy,Rainy,Overcast,Clear,Snow
27.9,18.6,23.0,29.5,18.6,23.4,19.2,80.0,3.227,100,8.33,rain,0.0,0.0,27.4,19.6,193.1,1013.7,36.5,15.9,49.5,4.3,4,0.95,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.9,20.4,24.9,31.3,20.4,25.1,18.0,68.1,0.0,0,0.0,none,0.0,0.0,22.3,19.6,296.9,1012.2,27.8,16.0,72.7,6.3,5,0.0,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.7,20.6,24.1,29.2,20.6,24.3,18.4,71.8,2.488,100,20.83,rain,0.0,0.0,31.7,19.5,312.1,1013.6,47.1,15.8,73.4,6.0,5,0.02,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28.3,19.8,24.1,28.7,19.8,24.3,17.6,68.4,0.0,0,0.0,none,0.0,0.0,23.8,15.4,85.0,1017.0,53.5,16.0,53.0,4.7,3,0.06,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.3,20.8,24.7,30.7,20.8,25.2,20.4,78.0,0.0,0,0.0,none,0.0,0.0,23.8,16.0,181.8,1015.5,65.5,16.0,57.3,4.8,3,0.09,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.8,23.2,25.6,31.8,23.2,26.4,21.8,79.9,0.011,100,4.17,rain,0.0,0.0,22.3,16.0,186.8,1015.0,66.2,15.9,54.3,4.5,3,0.13,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31.1,24.1,27.3,35.7,24.1,29.2,22.7,77.4,0.011,100,4.17,rain,0.0,0.0,26.3,21.5,183.2,1017.0,65.2,16.0,61.8,5.2,4,0.16,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.7,24.2,26.9,34.3,24.2,28.6,22.7,78.1,1.195,100,12.5,rain,0.0,0.0,50.0,17.6,198.1,1017.1,47.8,15.9,57.9,5.0,3,0.2,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32.8,23.2,27.3,36.0,23.2,28.5,21.2,71.3,0.583,100,8.33,rain,0.0,0.0,46.1,25.3,245.8,1013.5,50.4,16.0,61.3,5.3,4,0.25,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.6,22.0,26.4,30.8,22.0,26.6,17.7,60.0,0.0,0,0.0,none,0.0,0.0,31.7,21.6,294.6,1015.6,46.1,16.0,82.6,7.3,6,0.27,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.7,23.2,28.6,38.3,23.2,30.6,21.1,65.1,0.0,0,0.0,none,0.0,0.0,50.8,30.6,227.6,1011.9,52.1,16.0,69.1,6.0,5,0.3,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.7,23.7,27.8,37.8,23.7,29.4,21.1,68.5,32.348,100,20.83,rain,0.0,0.0,68.4,23.3,244.2,1011.7,62.1,15.3,49.4,4.1,2,0.34,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.4,22.7,25.6,35.1,22.7,26.7,22.5,84.4,18.139,100,58.33,rain,0.0,0.0,34.6,20.1,217.5,1004.3,64.3,14.9,35.5,3.0,2,0.37,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28.2,19.8,24.5,28.2,19.8,24.5,15.2,57.1,0.0,0,0.0,none,0.0,0.0,37.1,23.1,323.0,1009.7,48.7,15.9,81.5,7.1,7,0.41,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.9,20.5,22.2,24.9,20.5,22.2,18.2,78.3,10.076,100,37.5,rain,0.0,0.0,25.2,14.1,112.8,1016.4,67.4,14.9,22.3,1.8,1,0.44,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27.6,20.5,23.4,29.5,20.5,23.6,20.0,81.8,2.53,100,29.17,rain,0.0,0.0,26.3,14.0,75.0,1017.3,72.2,15.7,30.2,2.6,2,0.48,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
30.6,23.7,26.5,35.8,23.7,28.6,23.2,82.7,0.41,100,8.33,rain,0.0,0.0,35.6,24.8,183.3,1012.5,66.2,15.8,59.9,5.0,6,0.5,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
32.7,24.7,27.6,38.6,24.7,29.5,23.5,79.6,9.36,100,8.33,rain,0.0,0.0,47.9,33.8,171.3,1009.8,47.8,15.4,60.6,5.2,3,0.55,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
32.1,22.7,26.8,33.6,22.7,27.6,20.8,71.9,0.278,100,4.17,rain,0.0,0.0,40.7,22.8,274.1,1013.1,35.0,15.9,55.9,4.7,7,0.58,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
27.1,17.8,22.8,27.0,17.8,22.8,12.4,53.8,0.0,0,0.0,none,0.0,0.0,24.1,15.9,340.6,1022.7,35.0,16.0,84.0,7.2,9,0.61,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28.2,16.9,22.7,28.1,16.9,22.7,15.4,65.5,0.0,0,0.0,none,0.0,0.0,19.1,17.4,182.0,1022.1,17.7,16.0,82.7,7.2,8,0.65,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28.2,18.0,23.0,28.8,18.0,23.0,16.2,67.6,0.0,0,0.0,none,0.0,0.0,27.4,14.6,173.9,1018.5,41.9,16.0,78.8,6.9,7,0.68,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29.8,18.6,24.3,31.0,18.6,24.9,18.7,72.3,0.0,0,0.0,none,0.0,0.0,23.0,12.1,86.9,1019.9,50.8,16.0,58.4,5.1,3,0.71,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.0,22.7,24.1,26.0,22.7,24.1,22.3,89.5,16.715,100,41.67,rain,0.0,0.0,29.2,25.4,43.6,1023.5,75.2,13.6,24.8,2.0,1,0.74,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.6,24.2,25.1,26.6,24.2,25.1,23.8,92.2,68.131,100,45.83,rain,0.0,0.0,27.7,14.8,39.9,1022.0,77.7,12.3,18.6,1.7,1,0.75,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.6,23.7,24.8,26.6,23.7,24.8,21.7,83.1,0.0,0,0.0,none,0.0,0.0,34.9,25.0,11.9,1020.7,84.5,15.7,29.4,2.4,1,0.81,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.8,19.1,21.9,23.8,19.1,21.9,17.5,76.2,0.109,100,4.17,rain,0.0,0.0,34.9,17.6,78.0,1023.1,73.0,15.9,22.5,1.7,1,0.84,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.7,16.5,21.9,27.9,16.5,22.0,17.1,74.8,0.0,0,0.0,none,0.0,0.0,26.6,17.9,147.4,1019.6,32.2,16.0,74.5,6.5,5,0.88,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.0,19.0,23.2,26.0,19.0,23.2,16.3,66.6,0.011,100,4.17,rain,0.0,0.0,47.9,25.0,0.5,1020.7,57.8,16.0,59.5,5.2,4,0.91,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21.0,13.0,17.0,21.0,13.0,17.0,8.5,58.3,0.0,0,0.0,none,0.0,0.0,40.7,22.8,30.0,1026.4,68.3,16.0,71.0,6.4,4,0.94,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22.8,13.0,17.9,22.8,13.0,17.9,12.9,73.4,0.005,100,4.17,rain,0.0,0.0,26.6,15.9,175.1,1023.0,62.6,16.0,133.0,11.7,6,0.97,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
22.8,18.7,20.7,22.8,18.7,20.7,17.1,80.5,9.34,100,29.17,rain,0.0,0.0,15.5,13.7,158.6,1016.8,78.5,14.8,52.3,4.5,2,0.0,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
23.7,17.6,20.4,23.7,17.6,20.4,15.1,73.4,2.299,100,25.0,rain,0.0,0.0,47.2,29.6,7.0,1014.9,64.7,15.1,126.6,10.9,4,0.04,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
18.7,9.8,14.6,18.7,7.0,14.5,2.7,45.9,0.0,0,0.0,none,0.0,0.0,44.6,30.0,19.0,1026.4,29.9,16.0,193.9,16.7,7,0.08,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20.4,8.1,14.3,20.4,6.2,13.9,5.5,58.5,0.0,0,0.0,none,0.0,0.0,29.5,21.7,33.9,1031.4,16.3,16.0,190.2,16.4,7,0.11,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19.2,9.6,14.3,19.2,7.8,14.1,4.9,55.4,0.0,0,0.0,none,0.0,0.0,36.7,21.5,36.9,1032.9,17.3,16.0,191.8,16.6,7,0.15,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22.1,8.5,15.2,22.1,7.2,15.1,6.2,58.1,0.0,0,0.0,none,0.0,0.0,31.7,16.4,309.6,1022.5,11.9,16.0,185.5,16.0,6,0.18,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.7,13.2,19.9,26.7,13.2,19.9,9.9,54.1,0.073,100,4.17,rain,0.0,0.0,35.0,17.8,279.7,1015.8,46.7,16.0,183.7,15.9,6,0.25,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
22.1,16.0,19.0,22.1,16.0,19.0,14.8,77.1,0.0,0,0.0,none,0.0,0.0,17.6,15.9,200.2,1016.4,76.3,16.0,53.4,4.7,2,0.25,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20.0,16.5,18.2,20.0,16.5,18.2,16.0,87.6,1.468,100,20.83,rain,0.0,0.0,25.9,16.0,177.1,1019.0,69.7,15.9,55.9,4.9,2,0.28,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
22.1,17.1,19.3,22.1,17.1,19.3,17.6,90.1,16.203,100,50.0,rain,0.0,0.0,25.6,14.3,12.6,1017.0,90.2,12.7,61.6,5.2,2,0.32,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
24.9,19.9,21.8,24.9,19.9,21.8,19.4,86.9,1.056,100,25.0,rain,0.0,0.0,21.6,10.7,87.2,1014.3,83.7,12.7,82.7,7.1,4,0.35,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.7,19.3,22.4,28.3,19.3,22.6,19.4,83.7,0.303,100,8.33,rain,0.0,0.0,37.8,18.0,183.7,1011.9,62.1,16.0,130.0,11.5,5,0.39,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.2,13.8,21.6,26.2,13.8,21.6,18.2,81.4,1.333,100,16.67,rain,0.0,0.0,49.3,25.6,210.1,1009.1,67.5,15.8,113.6,9.7,6,0.42,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21.6,13.3,17.0,21.6,13.3,17.0,11.2,71.2,6.266,100,25.0,rain,0.0,0.0,50.4,26.6,226.9,1009.3,39.3,15.6,126.5,11.0,6,0.46,2020,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
24.3,13.7,18.2,24.3,13.7,18.2,12.2,69.9,0.62,100,20.83,rain,0.0,0.0,28.8,19.4,262.6,1013.7,48.7,16.0,128.6,11.1,6,0.5,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
19.8,13.4,16.0,19.8,13.4,16.0,9.3,67.4,2.73,100,33.33,rain,0.0,0.0,38.7,23.4,304.3,1017.3,50.3,16.0,109.8,9.5,6,0.53,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
19.9,9.2,14.5,19.9,7.2,14.3,5.5,57.0,0.0,0,0.0,none,0.0,0.0,25.9,19.5,331.0,1023.7,13.3,16.0,166.2,14.4,6,0.56,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20.5,8.6,14.9,20.5,7.2,14.7,8.2,67.3,0.0,0,0.0,none,0.0,0.0,21.2,11.9,33.9,1022.6,33.2,16.0,152.4,13.1,6,0.59,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20.6,12.8,16.4,20.6,12.8,16.4,9.2,64.4,0.545,100,8.33,rain,0.0,0.0,40.7,27.1,315.4,1021.3,58.0,16.0,120.5,10.5,6,0.63,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
22.1,9.1,15.8,22.1,8.3,15.8,10.6,72.7,0.0,0,0.0,none,0.0,0.0,29.5,19.6,199.7,1019.7,18.5,16.0,159.2,13.9,6,0.66,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26.6,13.1,19.8,26.6,13.1,19.8,13.0,68.1,0.0,0,0.0,none,0.0,0.0,41.7,28.0,219.5,1010.9,29.4,16.0,156.3,13.5,6,0.69,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21.6,14.0,17.8,21.6,14.0,17.8,7.7,52.6,0.0,0,0.0,none,0.0,0.0,45.8,27.5,326.9,1017.6,14.4,16.0,153.3,13.2,6,0.73,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21.1,9.8,15.7,21.1,8.7,15.6,8.4,64.0,0.0,0,0.0,none,0.0,0.0,27.4,21.8,190.8,1023.2,47.3,16.0,135.3,11.7,5,0.75,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.8,15.3,18.5,22.8,15.3,18.5,14.9,80.0,0.0,0,0.0,none,0.0,0.0,33.5,18.5,198.6,1017.9,90.3,16.0,57.8,5.0,3,0.79,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21.6,18.7,19.7,21.6,18.7,19.7,18.1,90.5,13.382,100,41.67,rain,0.0,0.0,28.4,17.6,149.3,1017.1,95.4,13.9,36.4,3.1,1,0.83,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
18.8,14.4,16.5,18.8,14.4,16.5,15.5,93.7,25.693,100,91.67,rain,0.0,0.0,47.7,33.4,35.4,1014.9,99.7,6.6,37.8,3.2,1,0.86,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
22.1,13.4,16.7,22.1,13.4,16.7,12.2,77.0,0.311,100,12.5,rain,0.0,0.0,41.2,27.2,328.6,1013.8,70.3,14.6,95.8,8.3,5,0.89,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
22.8,9.9,15.9,22.8,8.7,15.8,9.5,67.8,0.0,0,0.0,none,0.0,0.0,27.7,21.0,194.6,1017.2,22.7,16.0,144.8,12.7,6,0.93,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24.3,13.2,18.5,24.3,13.2,18.5,13.4,73.1,0.0,0,0.0,none,0.0,0.0,45.8,28.8,191.1,1015.2,32.1,16.0,142.4,12.3,6,0.96,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19.2,12.6,15.0,19.2,12.6,15.0,10.3,73.6,4.355,100,41.67,rain,0.0,0.0,33.1,24.0,3.7,1019.2,93.0,15.9,31.8,2.7,2,0.0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
17.1,7.5,12.2,17.1,4.9,11.6,3.5,58.1,0.0,0,0.0,none,0.0,0.0,31.7,18.4,328.0,1027.0,20.2,15.9,134.4,11.5,5,0.03,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.3,7.4,13.3,18.3,5.8,13.0,8.0,71.9,0.0,0,0.0,none,0.0,0.0,33.5,16.1,145.4,1029.2,49.7,15.9,114.7,9.8,5,0.06,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.1,13.4,17.0,22.1,13.4,17.0,13.2,79.0,0.0,0,0.0,none,0.0,0.0,32.0,15.0,168.1,1025.5,73.3,16.0,93.9,8.0,3,0.1,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23.8,14.7,18.1,23.8,14.7,18.1,15.1,83.5,0.0,0,0.0,none,0.0,0.0,22.3,11.9,184.1,1023.5,73.5,13.5,111.3,9.7,5,0.13,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23.9,16.5,19.6,23.9,16.5,19.6,18.0,90.9,0.267,100,4.17,rain,0.0,0.0,33.5,14.6,180.9,1023.9,67.7,10.2,88.0,7.7,5,0.16,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
26.7,16.0,20.3,27.7,16.0,20.4,17.4,84.7,0.0,0,0.0,none,0.0,0.0,22.0,12.4,175.4,1023.1,32.6,11.6,122.0,10.6,5,0.2,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24.9,17.0,20.0,24.9,17.0,20.0,16.8,83.2,0.0,0,0.0,none,0.0,0.0,28.1,16.6,178.9,1020.6,56.4,13.1,92.5,7.9,4,0.25,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25.0,16.1,19.2,25.0,16.1,19.2,14.6,76.1,0.0,0,0.0,none,0.0,0.0,35.6,25.1,310.6,1015.5,78.5,16.0,91.1,7.9,4,0.27,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14.4,8.3,9.9,14.4,5.7,7.9,6.9,82.2,11.665,100,58.33,rain,0.0,0.0,28.1,22.9,20.9,1022.1,98.9,13.3,23.0,2.0,1,0.3,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
16.7,8.8,12.4,16.7,5.9,11.5,10.4,88.1,0.036,100,4.17,rain,0.0,0.0,19.1,19.6,347.7,1020.9,93.5,13.4,57.0,4.8,2,0.33,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
18.3,14.3,16.2,18.3,14.3,16.2,13.2,83.2,0.0,0,0.0,none,0.0,0.0,17.6,14.2,254.2,1021.5,96.6,15.1,50.1,4.4,2,0.37,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21.2,16.5,18.5,21.2,16.5,18.5,16.2,86.7,0.0,0,0.0,none,0.0,0.0,31.0,20.1,189.5,1016.9,94.0,14.2,56.9,5.0,3,0.4,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17.8,11.6,14.9,17.8,11.6,14.9,13.6,91.9,57.781,100,75.0,rain,0.0,0.0,46.8,29.3,10.8,1005.1,99.3,10.3,17.0,1.5,1,0.43,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
12.1,9.3,10.6,12.1,6.3,9.5,6.8,77.9,8.354,100,33.33,rain,0.0,0.0,45.6,31.9,346.3,1013.0,87.8,15.6,58.8,5.1,2,0.47,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
9.9,4.9,8.2,8.3,2.8,6.1,2.9,69.6,0.0,0,0.0,none,0.0,0.0,21.6,22.5,64.1,1031.1,86.0,16.0,56.3,4.8,3,0.5,2020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15.0,6.7,11.0,15.0,2.5,10.0,6.2,74.7,13.297,100,20.83,rain,0.0,0.0,67.0,43.9,231.2,1017.2,91.0,15.0,30.5,2.7,2,0.54,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
9.9,3.8,6.5,7.0,-1.4,2.7,-6.2,40.5,0.0,0,0.0,none,0.0,0.0,75.2,50.6,289.5,1018.2,33.7,16.0,106.3,9.2,5,0.57,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18.2,4.2,10.9,18.2,0.9,9.9,-2.6,41.0,0.0,0,0.0,none,0.0,0.0,54.3,32.7,273.4,1021.0,47.1,16.0,108.7,9.4,5,0.61,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18.9,5.3,11.4,18.9,5.1,11.4,5.3,68.7,0.0,0,0.0,none,0.0,0.0,26.6,17.2,183.6,1030.2,3.0,15.8,108.3,9.4,5,0.64,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19.5,8.6,13.4,19.5,8.6,13.3,7.9,72.5,0.0,0,0.0,none,0.0,0.0,30.2,19.6,177.5,1029.3,42.7,15.1,102.0,8.9,5,0.67,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21.3,9.8,13.8,21.3,9.8,13.8,9.3,77.2,0.0,0,0.0,none,0.0,0.0,16.6,15.5,177.2,1026.2,48.2,15.2,94.2,8.1,5,0.71,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23.0,8.1,14.3,23.0,8.1,14.3,8.6,72.4,0.0,0,0.0,none,0.0,0.0,15.1,10.7,176.7,1026.4,11.2,14.5,102.6,8.8,5,0.74,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23.5,9.7,15.5,23.5,9.7,15.5,11.4,78.2,0.0,0,0.0,none,0.0,0.0,14.8,13.4,176.6,1028.3,18.4,13.6,98.3,8.6,5,0.75,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23.4,11.4,16.5,23.4,11.4,16.5,12.8,80.9,0.0,0,0.0,none,0.0,0.0,22.7,14.4,179.2,1027.1,22.7,14.8,99.2,8.6,5,0.81,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23.9,12.0,17.4,23.9,12.0,17.4,13.8,80.5,0.0,0,0.0,none,0.0,0.0,29.6,20.0,176.6,1022.3,33.6,16.0,98.4,8.3,5,0.85,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20.7,16.6,19.0,20.7,16.6,19.0,18.3,95.6,28.651,100,66.67,rain,0.0,0.0,52.9,20.2,183.1,1015.9,90.6,11.8,9.5,0.8,0,0.88,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
20.6,11.0,15.2,20.6,11.0,15.2,12.7,85.6,45.01,100,58.33,rain,0.0,0.0,42.5,27.5,3.0,1015.3,99.0,12.7,10.8,0.8,1,0.91,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
16.1,9.3,12.1,16.1,8.1,12.0,5.5,65.3,0.0,0,0.0,none,0.0,0.0,35.3,19.9,330.9,1017.2,59.6,15.9,75.3,6.3,4,0.95,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16.1,5.4,10.9,16.1,3.9,10.6,2.4,57.6,0.0,0,0.0,none,0.0,0.0,24.1,16.5,309.9,1022.7,34.1,16.0,91.8,7.9,4,0.98,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21.6,9.0,14.3,21.6,8.0,14.1,8.9,70.4,6.351,100,8.33,rain,0.0,0.0,64.0,32.3,188.3,1015.0,88.1,15.5,40.6,3.6,3,0.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
16.7,9.7,12.5,16.7,8.0,12.4,-4.1,32.4,0.0,0,0.0,none,0.0,0.0,51.8,28.2,290.5,1016.8,3.0,16.0,90.2,7.6,4,0.05,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13.8,3.8,8.1,13.8,-0.4,5.8,-3.5,44.9,0.0,0,0.0,none,0.0,0.0,64.1,35.7,294.9,1019.3,48.7,16.0,73.8,6.5,4,0.08,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7.1,2.3,4.2,3.3,-1.9,0.7,-5.7,48.9,0.0,0,0.0,none,0.0,0.0,42.7,32.4,324.8,1033.6,41.0,16.0,76.9,6.5,5,0.12,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11.1,-0.3,5.9,11.1,-2.6,4.2,-2.1,58.5,0.0,0,0.0,none,0.0,0.0,43.8,28.7,193.3,1034.8,51.5,16.0,77.8,6.7,4,0.15,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17.2,6.1,10.7,17.2,3.5,9.7,1.6,54.7,0.0,0,0.0,none,0.0,0.0,29.9,24.8,192.3,1028.8,30.2,16.0,83.8,7.1,4,0.18,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17.6,7.6,12.7,17.6,7.0,12.6,7.3,70.7,0.0,0,0.0,none,0.0,0.0,20.2,12.4,39.6,1028.1,78.2,16.0,33.3,2.8,1,0.25,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14.3,10.6,12.7,14.3,10.6,12.7,7.1,69.3,0.0,0,0.0,none,0.0,0.0,28.4,17.8,71.5,1025.4,94.3,16.0,47.0,4.0,3,0.25,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14.3,7.7,11.0,14.3,4.9,9.9,3.1,60.9,0.567,100,12.5,rain,0.0,0.0,65.6,40.1,311.4,1019.7,67.8,15.4,77.6,6.7,4,0.28,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
11.1,3.7,7.7,11.1,1.4,6.1,-2.1,50.6,0.0,0,0.0,none,0.0,0.0,25.2,15.7,313.7,1028.4,60.3,16.0,76.8,6.5,4,0.31,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13.4,7.1,10.1,13.4,3.6,9.0,4.6,69.1,0.0,0,0.0,none,0.0,0.0,40.4,28.5,186.3,1025.2,87.4,16.0,65.2,5.6,3,0.35,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19.4,10.4,15.0,19.4,10.4,15.0,11.2,79.2,1.252,100,20.83,rain,0.0,0.0,50.4,20.0,256.3,1017.1,67.6,15.8,61.8,5.2,4,0.38,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
16.1,11.3,13.5,16.1,11.3,13.5,8.0,69.6,0.0,0,0.0,none,0.0,0.0,13.7,9.0,7.5,1018.2,97.7,16.0,33.4,2.8,2,0.41,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16.1,7.6,11.4,16.1,6.5,11.2,3.3,61.5,0.0,0,0.0,none,0.0,0.0,47.9,24.3,303.7,1018.1,33.6,15.9,71.3,6.1,4,0.44,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13.9,2.9,8.8,13.9,1.1,8.3,1.0,59.5,0.0,0,0.0,none,0.0,0.0,22.3,16.1,172.3,1021.0,37.2,16.0,72.6,6.3,4,0.48,2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17.8,10.0,13.9,17.8,8.2,13.8,11.2,84.4,61.603,100,54.17,rain,0.0,0.0,75.6,21.1,193.8,1001.1,98.3,12.3,16.8,1.5,1,0.5,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
9.3,4.3,7.0,7.5,1.5,4.0,-1.9,54.5,0.557,100,16.67,rain,0.0,0.0,47.9,28.9,274.3,1006.2,90.4,16.0,47.2,4.0,3,0.55,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
