tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,year,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Partly cloudy,Rainy,Overcast,Clear,Snow
31.4,21.5,25.9,32.6,21.5,26.2,18.2,64.5,0.0,0,0.0,none,0.0,0.0,29.5,20.4,322.6,1010.3,64.9,16.0,216.3,18.7,9,0.75,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32.0,21.5,27.2,31.2,21.5,27.0,15.5,50.6,0.0,0,0.0,none,0.0,0.0,29.5,16.0,284.5,1013.4,36.1,16.0,241.2,20.9,10,0.79,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32.7,22.4,27.9,33.5,22.4,28.3,17.8,55.8,0.0,0,0.0,none,0.0,0.0,38.9,19.6,201.7,1014.5,43.7,15.9,228.1,19.6,9,0.82,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
33.8,23.9,29.0,37.0,23.9,30.8,20.6,61.7,0.0,0,0.0,none,0.0,0.0,42.5,28.1,195.0,1011.0,63.9,15.9,231.5,20.1,10,0.86,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32.1,22.6,27.1,36.6,22.6,28.4,20.1,66.1,31.247,100,8.33,rain,0.0,0.0,72.1,23.5,209.3,1011.9,76.2,15.8,176.6,15.3,10,0.89,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31.0,22.7,26.5,36.9,22.7,28.7,23.1,82.3,0.323,100,12.5,rain,0.0,0.0,50.0,31.0,183.4,1012.6,76.8,15.2,161.7,14.0,9,0.93,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
29.8,24.2,26.5,34.2,24.2,28.2,23.0,82.0,3.587,100,33.33,rain,0.0,0.0,42.56666666666666,10.8,237.4,1009.7,84.8,15.7,121.0,10.4,8,0.96,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31.1,23.5,27.6,33.8,23.5,28.5,20.5,66.7,0.0,0,0.0,none,0.0,0.0,35.13333333333333,21.0,195.2,1013.9,52.0,11.2,191.8,16.7,7,0.0,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32.1,23.2,27.8,32.6,23.2,28.3,19.2,61.3,0.0,0,0.0,none,0.0,0.0,27.7,17.6,272.0,1014.7,51.0,12.7,227.8,19.6,8,0.03,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.5,22.7,26.5,33.6,22.7,27.7,21.5,74.7,12.244,100,20.83,rain,0.0,0.0,43.8,15.4,182.0,1015.6,76.7,14.9,202.9,17.4,9,0.06,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31.1,22.8,27.4,33.4,22.8,28.6,20.6,67.4,0.0,0,0.0,none,0.0,0.0,59.89999999999999,17.4,180.3,1014.4,46.9,14.3,190.0,16.4,9,0.1,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.5,20.9,26.3,32.3,20.9,26.7,19.3,67.5,9.595,100,16.67,rain,0.0,0.0,76.0,41.4,337.8,1008.9,71.0,15.4,152.0,13.2,9,0.13,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
29.8,21.6,25.6,29.9,21.6,25.6,16.2,57.3,0.0,0,0.0,none,0.0,0.0,72.86666666666667,19.1,344.2,1010.9,64.4,16.0,177.1,15.3,8,0.16,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.5,20.8,26.0,31.1,20.8,26.3,18.2,63.5,0.0,0,0.0,none,0.0,0.0,69.73333333333333,20.3,176.3,1014.7,39.0,16.0,187.9,16.1,9,0.2,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29.2,22.8,26.1,31.7,22.8,26.9,20.7,72.9,1.159,100,4.17,rain,0.0,0.0,66.6,18.3,155.9,1018.2,71.7,16.0,168.8,14.7,8,0.23,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31.5,23.0,26.4,35.8,23.0,27.6,21.7,76.6,0.063,100,4.17,rain,0.0,0.0,63.46666666666667,15.9,149.5,1018.0,79.0,15.9,221.5,19.3,9,0.25,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31.6,20.8,26.3,35.4,20.8,28.0,20.9,73.5,0.0,0,0.0,none,0.0,0.0,60.333333333333336,23.0,180.1,1018.9,30.6,15.7,217.0,18.8,9,0.3,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35.6,25.9,29.3,40.3,25.9,31.7,22.9,70.4,0.143,100,4.17,rain,0.0,0.0,57.2,30.1,202.7,1015.5,66.0,15.6,134.5,11.7,8,0.33,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
34.9,25.7,29.9,42.1,25.7,33.7,23.2,68.4,2.362,100,12.5,rain,0.0,0.0,35.3,24.5,179.7,1016.0,61.3,15.7,207.5,17.9,9,0.36,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
35.5,23.7,27.6,41.7,23.7,29.3,21.8,72.1,12.091,100,4.17,rain,0.0,0.0,96.1,47.0,229.8,1011.8,73.8,16.0,201.2,17.6,9,0.4,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
29.8,22.5,26.2,29.5,22.5,26.1,16.4,56.5,0.005,100,4.17,rain,0.0,0.0,66.44999999999999,21.5,7.3,1014.4,48.6,16.0,224.4,19.2,9,0.43,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
29.3,21.3,25.2,29.3,21.3,25.2,16.8,62.7,9.369,100,8.33,rain,0.0,0.0,36.8,21.8,340.0,1015.8,60.3,15.6,213.3,18.5,10,0.46,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
27.0,19.6,23.4,27.2,19.6,23.4,14.4,57.8,0.0,0,0.0,none,0.0,0.0,27.7,20.0,0.3,1020.3,45.2,16.0,178.9,15.4,6,0.5,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.7,19.6,23.7,27.5,19.6,23.6,15.0,60.1,0.0,0,0.0,none,0.0,0.0,37.7,17.8,111.7,1022.3,65.2,15.9,215.7,18.7,8,0.53,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,19.9,22.3,26.0,19.9,22.3,16.9,72.4,1.108,100,25.0,rain,0.0,0.0,47.7,36.1,186.1,1018.9,85.1,15.0,109.0,9.4,8,0.56,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27.0,19.3,22.7,28.3,19.3,22.8,19.1,80.8,0.91,100,25.0,rain,0.0,0.0,48.1,30.6,177.4,1014.6,84.6,13.7,93.4,8.1,4,0.6,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.4,21.8,25.6,31.4,21.8,26.1,20.1,73.7,0.0,0,0.0,none,0.0,0.0,48.150000000000006,14.0,31.1,1014.7,61.4,15.8,200.5,17.3,9,0.63,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.5,22.4,25.8,34.6,22.4,26.8,21.5,78.6,12.002,100,20.83,rain,0.0,0.0,48.2,23.3,178.8,1015.1,76.4,14.6,184.5,15.9,8,0.67,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31.1,22.7,25.5,36.9,22.7,26.7,22.4,83.6,9.191,100,16.67,rain,0.0,0.0,81.0,56.0,200.5,1010.0,88.0,15.5,137.3,11.8,9,0.7,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29.9,22.1,25.6,29.8,22.1,25.6,17.0,62.3,12.568,100,8.33,rain,0.0,0.0,59.0,37.9,283.5,1008.1,54.2,15.5,158.5,13.9,7,0.75,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29.8,21.4,26.0,30.7,21.4,26.4,16.8,57.0,0.0,0,0.0,none,0.0,0.0,38.9,21.4,272.0,1010.6,39.0,16.0,157.5,13.5,9,0.77,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.2,23.1,25.4,30.2,23.1,25.9,20.7,75.5,2.554,100,8.33,rain,0.0,0.0,59.0,24.2,216.5,1006.2,79.4,15.4,102.3,8.9,6,0.8,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.4,20.8,26.0,31.0,20.8,26.5,18.2,63.5,0.0,0,0.0,none,0.0,0.0,31.7,14.6,227.0,1010.3,56.1,15.9,164.3,14.2,7,0.84,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.7,23.0,27.3,34.2,23.0,28.8,21.1,70.2,0.0,0,0.0,none,0.0,0.0,37.1,24.5,182.7,1011.8,64.4,16.0,165.6,14.3,9,0.87,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.8,25.3,28.8,33.9,25.3,29.9,19.9,60.4,0.0,0,0.0,none,0.0,0.0,40.7,26.2,329.8,1012.9,68.3,16.0,198.7,17.2,9,0.91,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.7,23.1,26.8,37.5,23.1,27.9,21.4,73.7,11.513,100,12.5,rain,0.0,0.0,92.5,21.4,153.8,1013.5,80.1,15.4,113.9,9.7,5,0.94,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31.2,24.8,26.8,36.9,24.8,28.1,23.0,79.8,9.841,100,20.83,rain,0.0,0.0,37.1,19.8,206.7,1008.5,78.5,15.0,87.0,7.5,8,0.97,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.5,21.6,26.1,31.2,21.6,26.4,17.5,60.1,0.022,100,4.17,rain,0.0,0.0,29.5,19.0,335.5,1013.1,57.4,16.0,217.2,18.8,9,0.0,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31.9,21.9,26.9,35.4,21.9,28.5,20.7,70.0,0.0,0,0.0,none,0.0,0.0,37.95,20.4,165.8,1012.1,59.1,16.0,166.5,14.2,9,0.04,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.8,22.6,25.7,30.0,22.6,25.8,16.4,59.8,0.022,100,4.17,rain,0.0,0.0,46.4,25.7,309.7,1009.9,57.8,15.9,200.3,17.3,9,0.08,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
28.3,17.4,23.0,27.5,17.4,22.9,11.5,49.8,0.0,0,0.0,none,0.0,0.0,33.5,17.6,276.8,1017.8,14.1,16.0,211.6,18.4,9,0.11,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.6,18.9,24.9,31.1,18.9,25.2,17.2,63.9,0.0,0,0.0,none,0.0,0.0,31.5,19.6,172.9,1019.8,19.6,16.0,217.9,19.0,8,0.15,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.7,22.6,27.7,35.1,22.6,28.9,20.3,66.5,0.0,0,0.0,none,0.0,0.0,29.5,17.4,330.1,1018.5,76.4,15.9,177.6,15.5,9,0.18,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.7,22.7,25.8,29.4,22.7,25.8,16.0,57.4,0.0,0,0.0,none,0.0,0.0,60.8,25.4,10.9,1018.3,68.2,15.7,224.1,19.3,8,0.21,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.9,17.4,23.2,27.4,17.4,23.2,14.3,59.1,0.0,0,0.0,none,0.0,0.0,45.15,21.2,145.4,1019.5,45.0,16.0,203.2,17.6,9,0.25,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.1,21.5,24.0,28.6,21.5,24.1,17.3,66.0,0.0,0,0.0,none,0.0,0.0,29.5,22.8,178.8,1015.9,91.9,16.0,126.0,10.9,8,0.25,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.3,23.6,27.0,37.0,23.6,28.3,21.3,72.2,11.287,100,12.5,rain,0.0,0.0,70.2,28.5,183.8,1011.1,81.5,15.7,188.7,16.5,9,0.32,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32.7,23.8,28.1,35.3,23.8,29.6,21.7,70.0,0.022,100,4.17,rain,0.0,0.0,31.7,23.6,356.9,1010.3,55.6,15.9,203.1,17.6,9,0.35,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30.9,23.5,27.0,32.5,23.5,27.6,19.0,62.2,0.0,0,0.0,none,0.0,0.0,34.1,22.8,70.6,1012.5,79.2,16.0,122.1,10.7,6,0.38,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.5,23.1,24.3,25.5,23.1,24.3,20.7,80.4,0.284,100,12.5,rain,0.0,0.0,36.5,17.3,81.5,1014.7,89.5,16.0,61.1,5.4,2,0.42,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27.1,22.7,24.6,29.2,22.7,24.7,21.6,83.7,0.128,100,20.83,rain,0.0,0.0,38.9,22.2,55.4,1012.8,94.9,15.0,69.8,5.9,3,0.45,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29.9,23.7,26.3,30.2,23.7,26.3,18.1,64.2,0.0,0,0.0,none,0.0,0.0,37.1,26.4,322.7,1008.5,85.4,15.8,169.2,14.7,7,0.5,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,19.2,23.2,27.0,19.2,23.0,11.6,50.0,0.0,0,0.0,none,0.0,0.0,44.4,30.4,16.0,1013.8,52.0,16.0,223.8,19.4,9,0.52,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.0,15.8,21.8,26.7,15.8,21.7,11.0,51.4,0.0,0,0.0,none,0.0,0.0,38.83333333333333,17.3,45.9,1023.9,15.3,16.0,192.0,16.7,9,0.55,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.3,16.7,22.7,29.5,16.7,22.8,15.5,65.8,0.0,0,0.0,none,0.0,0.0,33.266666666666666,20.7,173.9,1022.4,19.8,16.0,204.0,17.8,8,0.59,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.9,19.7,27.4,36.7,19.7,28.1,18.3,61.3,0.0,0,0.0,none,0.0,0.0,27.7,16.9,209.8,1015.9,25.6,16.0,191.7,16.6,8,0.62,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36.5,23.7,29.8,38.2,23.7,31.0,19.7,57.5,0.0,0,0.0,none,0.0,0.0,35.3,19.9,300.8,1013.5,60.6,16.0,181.4,15.8,8,0.65,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36.0,24.7,30.0,38.2,24.7,31.6,20.3,57.9,0.0,0,0.0,none,0.0,0.0,27.7,19.7,344.0,1014.3,53.5,16.0,180.3,15.7,8,0.69,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36.0,23.9,30.0,38.0,23.9,31.8,20.7,60.1,0.0,0,0.0,none,0.0,0.0,27.7,12.4,29.6,1012.0,40.6,16.0,184.0,15.9,8,0.75,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35.0,25.2,29.1,40.2,25.2,31.3,21.9,66.8,0.0,0,0.0,none,0.0,0.0,27.7,18.6,173.7,1009.0,51.8,15.6,134.9,11.7,9,0.75,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
33.3,22.7,27.4,36.5,22.7,28.6,20.3,66.7,10.032,100,20.83,rain,0.0,0.0,50.0,21.7,76.0,1012.7,78.6,15.7,191.0,16.3,9,0.79,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
29.9,21.1,23.6,33.2,21.1,23.9,20.2,82.0,15.922,100,41.67,rain,0.0,0.0,57.9,32.3,132.9,1017.6,79.0,15.2,147.9,12.8,9,0.82,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.6,21.9,23.9,26.6,21.9,23.9,20.4,81.4,3.77,100,50.0,rain,0.0,0.0,49.75,9.1,122.2,1018.0,87.3,15.6,120.5,10.5,7,0.85,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
30.9,21.7,25.6,32.2,21.7,26.0,20.2,74.2,1.571,100,33.33,rain,0.0,0.0,41.6,18.6,343.0,1016.2,73.7,15.8,115.0,9.9,8,0.89,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
30.4,21.9,26.1,31.8,21.9,27.0,20.4,72.3,0.184,100,4.17,rain,0.0,0.0,31.7,18.5,104.8,1015.3,65.7,16.0,175.9,15.0,8,0.92,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
28.2,21.6,24.7,28.5,21.6,24.8,16.9,63.7,0.0,0,0.0,none,0.0,0.0,29.5,20.0,322.0,1014.2,77.5,16.0,195.0,17.1,8,0.95,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27.0,18.7,23.0,26.7,18.7,22.9,12.0,51.7,0.022,100,4.17,rain,0.0,0.0,33.5,23.1,352.5,1017.7,35.2,16.0,201.7,17.5,8,0.0,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
24.8,14.7,19.9,24.8,14.7,19.9,9.4,51.6,0.0,0,0.0,none,0.0,0.0,40.7,25.2,3.4,1018.4,14.2,16.0,210.1,18.0,8,0.02,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,14.1,20.7,26.6,14.1,20.6,10.4,53.9,0.0,0,0.0,none,0.0,0.0,35.3,24.8,338.5,1016.2,12.0,16.0,223.1,19.1,8,0.06,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.9,16.3,19.9,24.9,16.3,19.9,15.5,76.6,0.899,100,16.67,rain,0.0,0.0,59.2,24.6,203.6,1013.0,72.2,15.9,58.9,5.3,3,0.09,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25.9,17.1,20.9,25.9,17.1,20.9,14.0,67.2,0.528,100,20.83,rain,0.0,0.0,42.5,28.8,312.0,1010.2,68.3,16.0,127.6,11.2,6,0.13,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26.1,16.3,20.8,26.1,16.3,20.8,11.0,55.1,0.0,0,0.0,none,0.0,0.0,38.7,25.8,313.5,1017.1,27.3,16.0,206.5,17.9,8,0.16,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.6,14.6,20.6,26.6,14.6,20.6,11.3,57.7,0.0,0,0.0,none,0.0,0.0,43.03333333333334,12.1,11.5,1021.5,46.9,16.0,170.8,14.7,8,0.2,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.5,15.7,20.9,26.5,15.7,20.9,13.1,63.3,0.0,0,0.0,none,0.0,0.0,47.36666666666667,12.6,46.1,1023.9,66.7,16.0,155.1,13.4,8,0.23,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.1,16.4,19.6,23.1,16.4,19.6,13.3,67.7,0.081,100,8.33,rain,0.0,0.0,51.7,33.5,47.8,1023.9,86.3,16.0,105.6,9.1,5,0.25,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17.8,14.9,16.5,17.8,14.9,16.5,14.6,89.0,36.63,100,95.83,rain,0.0,0.0,61.6,44.3,28.9,1013.4,97.6,8.8,16.3,1.3,1,0.3,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20.6,17.7,19.0,20.6,17.7,19.0,17.4,90.4,19.66,100,75.0,rain,0.0,0.0,48.5,32.7,42.3,1010.9,99.3,11.6,40.9,3.5,2,0.33,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21.0,16.6,18.6,21.0,16.6,18.6,15.5,82.5,0.353,100,12.5,rain,0.0,0.0,46.1,21.6,348.9,1017.0,94.9,15.0,68.3,5.8,4,0.37,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16.6,14.9,15.9,16.6,14.9,15.9,14.4,90.7,1.094,100,29.17,rain,0.0,0.0,43.7,20.2,32.6,1024.8,99.7,10.7,25.6,2.2,1,0.4,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21.5,14.9,17.1,21.5,14.9,17.1,11.6,71.0,0.0,0,0.0,none,0.0,0.0,41.3,19.9,41.8,1025.5,73.8,16.0,180.7,15.7,8,0.44,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20.9,12.7,16.8,20.9,12.7,16.8,12.8,77.5,0.0,0,0.0,none,0.0,0.0,38.9,25.8,38.6,1022.8,83.8,15.8,78.6,6.7,4,0.47,2023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
21.0,16.6,18.6,21.0,16.6,18.6,15.6,82.6,0.0,0,0.0,none,0.0,0.0,36.5,19.7,6.9,1020.1,99.9,14.4,58.8,5.2,2,0.5,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24.2,18.2,20.4,24.2,18.2,20.4,15.9,76.2,0.0,0,0.0,none,0.0,0.0,34.1,22.5,11.4,1021.5,92.3,16.0,94.1,8.1,5,0.54,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27.7,16.5,21.7,27.8,16.5,21.7,15.0,67.9,0.0,0,0.0,none,0.0,0.0,31.7,23.2,356.6,1022.9,18.1,16.0,185.6,16.0,8,0.57,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28.6,17.0,22.4,29.0,17.0,22.5,15.8,67.7,0.0,0,0.0,none,0.0,0.0,35.53333333333333,12.4,5.6,1022.4,21.4,15.9,165.2,14.3,7,0.61,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29.1,17.9,23.0,29.0,17.9,23.0,16.8,71.2,0.0,0,0.0,none,0.0,0.0,39.36666666666667,11.9,93.4,1021.9,31.7,15.7,166.8,14.5,7,0.64,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27.7,17.5,21.8,28.1,17.5,21.8,16.2,72.8,0.0,0,0.0,none,0.0,0.0,43.2,14.2,167.4,1022.3,21.1,14.9,174.6,14.9,7,0.67,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.0,16.2,20.7,26.0,16.2,20.7,16.4,77.3,0.0,0,0.0,none,0.0,0.0,47.03333333333333,16.3,136.5,1021.6,59.2,15.7,131.1,11.4,5,0.7,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25.5,20.4,22.3,25.5,20.4,22.3,19.2,82.9,0.0,0,0.0,none,0.0,0.0,50.866666666666674,10.6,163.2,1014.9,85.1,15.7,79.5,6.9,5,0.75,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21.4,12.8,17.8,21.4,12.8,17.8,11.0,67.4,2.089,100,25.0,rain,0.0,0.0,54.7,31.2,312.7,1009.7,55.0,15.5,112.7,9.8,6,0.77,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17.7,8.2,12.9,17.7,6.6,12.6,2.5,51.1,0.0,0,0.0,none,0.0,0.0,50.5,31.1,262.8,1009.5,42.8,16.0,159.6,13.8,8,0.8,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17.7,7.5,12.8,17.7,5.0,12.2,4.4,57.7,0.0,0,0.0,none,0.0,0.0,50.0,21.7,220.9,1010.5,72.1,16.0,87.8,7.6,6,0.83,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20.6,9.1,15.0,20.6,7.5,14.8,8.3,67.3,0.0,0,0.0,none,0.0,0.0,29.7,14.9,211.4,1010.3,64.6,16.0,161.5,13.8,7,0.87,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.1,10.4,16.1,22.1,10.4,16.1,7.1,59.7,0.0,0,0.0,none,0.0,0.0,33.339999999999996,16.1,297.0,1011.8,47.3,16.0,157.9,13.8,7,0.9,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23.3,10.8,17.2,23.3,10.8,17.2,8.5,59.3,0.0,0,0.0,none,0.0,0.0,36.98,12.1,87.7,1012.5,36.2,15.8,166.7,14.4,7,0.93,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.0,12.9,17.0,22.0,12.9,17.0,9.4,62.2,0.0,0,0.0,none,0.0,0.0,40.62,16.4,26.0,1015.0,37.7,16.0,163.1,14.1,7,0.96,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16.6,13.7,15.2,16.6,13.7,15.2,12.6,85.1,11.897,100,62.5,rain,0.0,0.0,44.26,26.9,74.5,1006.7,98.0,12.8,12.5,1.1,1,0.0,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
16.5,10.5,13.0,16.5,10.5,13.0,6.8,67.8,1.091,100,20.83,rain,0.0,0.0,47.9,32.6,327.9,1003.9,69.3,15.3,96.1,8.5,5,0.03,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17.6,8.5,12.5,17.6,6.3,12.1,6.0,65.0,0.0,0,0.0,none,0.0,0.0,37.1,24.9,311.6,1007.4,54.6,16.0,109.2,9.6,6,0.07,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17.1,10.6,13.5,17.1,10.6,13.5,7.9,69.7,0.0,0,0.0,none,0.0,0.0,33.5,22.0,325.4,1014.9,76.9,16.0,70.0,6.2,3,0.1,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.2,9.0,13.6,18.2,8.7,13.6,6.7,65.1,0.0,0,0.0,none,0.0,0.0,29.5,16.0,321.3,1021.5,70.6,16.0,103.5,9.0,6,0.14,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21.1,9.5,14.8,21.1,9.5,14.8,9.7,73.0,0.0,0,0.0,none,0.0,0.0,35.3,23.2,173.8,1018.9,49.4,16.0,148.0,12.9,7,0.17,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.9,13.6,15.9,18.9,13.6,15.9,12.4,80.3,1.137,100,29.17,rain,0.0,0.0,38.9,19.8,198.9,1005.3,92.3,15.8,42.0,3.7,2,0.21,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
19.2,13.2,15.4,19.2,13.2,15.4,7.7,62.3,0.022,100,4.17,rain,0.0,0.0,64.8,37.0,300.4,999.5,77.0,15.9,108.7,9.5,7,0.25,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
18.1,9.6,13.8,18.1,8.9,13.7,4.2,54.7,0.0,0,0.0,none,0.0,0.0,55.2,35.3,309.0,1008.9,53.5,16.0,120.3,10.4,7,0.28,2023,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.2,7.0,12.1,18.2,4.6,11.2,1.8,50.9,0.0,0,0.0,none,0.0,0.0,35.3,22.6,324.2,1022.6,1.0,16.0,151.3,13.1,7,0.32,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
